ID_INGRESO,MONTO,FUENTE_DE_INGRESO,ID_COMPROBANTE,ID_PLATAFORMA,ID_MARCA,ID_EPISODIO
603,286.92,PLATAFORMA,,210001,,134077
604,310.91,PLATAFORMA,,210002,,134080
605,872.0,PLATAFORMA,,210003,,134081
606,455.33,PLATAFORMA,,210002,,134082
607,959.27,PLATAFORMA,,210001,,134093
608,830.72,PLATAFORMA,,210002,,134095
609,696.22,PLATAFORMA,,210001,,134101
610,510.43,PLATAFORMA,,210003,,134105
611,341.23,PLATAFORMA,,210003,,134108
612,316.77,PLATAFORMA,,210003,,134116
613,185.35,PLATAFORMA,,210001,,134117
614,775.28,PLATAFORMA,,210002,,134120
615,556.54,PLATAFORMA,,210002,,134122
616,771.29,PLATAFORMA,,210003,,134126
617,768.46,PLATAFORMA,,210001,,134127
618,709.07,PLATAFORMA,,210002,,134132
619,697.51,PLATAFORMA,,210002,,134143
620,108.49,PLATAFORMA,,210002,,134144
621,209.65,PLATAFORMA,,210001,,134148
622,938.26,PLATAFORMA,,210001,,134150
623,991.51,PLATAFORMA,,210002,,134151
624,491.43,PLATAFORMA,,210002,,134159
625,361.8,PLATAFORMA,,210003,,134160
626,827.97,PLATAFORMA,,210003,,134163
627,324.92,PLATAFORMA,,210002,,134177
628,476.94,PLATAFORMA,,210003,,134179
629,282.03,PLATAFORMA,,210003,,134183
630,861.87,PLATAFORMA,,210002,,134189
631,478.93,PLATAFORMA,,210001,,134207
632,502.81,PLATAFORMA,,210003,,134213
633,776.2,PLATAFORMA,,210002,,134220
634,612.3,PLATAFORMA,,210003,,134223
635,285.98,PLATAFORMA,,210003,,134225
636,568.73,PLATAFORMA,,210002,,134228
637,162.69,PLATAFORMA,,210001,,134230
638,702.11,PLATAFORMA,,210002,,134234
639,329.62,PLATAFORMA,,210001,,134235
640,842.4,PLATAFORMA,,210002,,134243
641,684.1,PLATAFORMA,,210002,,134249
642,140.16,PLATAFORMA,,210001,,134263
643,770.06,PLATAFORMA,,210002,,134267
644,999.64,PLATAFORMA,,210002,,134271
645,285.85,PLATAFORMA,,210002,,134282
646,144.66,PLATAFORMA,,210001,,134283
647,776.6,PLATAFORMA,,210002,,134289
648,438.97,PLATAFORMA,,210001,,134291
649,440.42,PLATAFORMA,,210002,,134292
650,395.02,PLATAFORMA,,210003,,134294
651,463.44,PLATAFORMA,,210003,,134296
652,607.48,PLATAFORMA,,210001,,134303
653,779.33,PLATAFORMA,,210001,,134307
654,631.34,PLATAFORMA,,210003,,134312
655,527.15,PLATAFORMA,,210003,,134317
656,530.92,PLATAFORMA,,210001,,134318
657,842.01,PLATAFORMA,,210001,,134319
658,665.79,PLATAFORMA,,210002,,134324
659,398.14,PLATAFORMA,,210003,,134325
660,679.72,PLATAFORMA,,210002,,134327
661,171.6,PLATAFORMA,,210001,,134332
662,656.43,PLATAFORMA,,210003,,134334
663,975.29,PLATAFORMA,,210001,,134343
664,179.22,PLATAFORMA,,210002,,134347
665,772.89,PLATAFORMA,,210003,,134365
666,287.32,PLATAFORMA,,210003,,134372
667,738.23,PLATAFORMA,,210001,,134373
668,934.41,PLATAFORMA,,210002,,134379
669,624.98,PLATAFORMA,,210002,,134391
670,501.89,PLATAFORMA,,210003,,134392
671,618.97,PLATAFORMA,,210003,,134395
672,788.27,PLATAFORMA,,210001,,134397
673,273.17,PLATAFORMA,,210003,,134402
674,936.68,PLATAFORMA,,210003,,134418
675,897.28,PLATAFORMA,,210001,,134422
676,639.86,PLATAFORMA,,210002,,134427
677,167.23,PLATAFORMA,,210002,,134428
678,195.71,PLATAFORMA,,210002,,134430
679,703.09,PLATAFORMA,,210003,,134432
680,903.32,PLATAFORMA,,210002,,134433
681,602.29,PLATAFORMA,,210002,,134435
682,928.82,PLATAFORMA,,210001,,134437
683,256.63,PLATAFORMA,,210002,,134443
684,271.66,PLATAFORMA,,210001,,134445
685,280.25,PLATAFORMA,,210003,,134448
686,116.03,PLATAFORMA,,210003,,134452
687,710.62,PLATAFORMA,,210003,,134460
688,337.56,PLATAFORMA,,210001,,134464
689,163.42,PLATAFORMA,,210001,,134473
690,949.42,PLATAFORMA,,210001,,134475
691,601.59,PLATAFORMA,,210001,,134477
692,629.91,PLATAFORMA,,210001,,134483
693,114.3,PLATAFORMA,,210002,,134491
694,576.62,PLATAFORMA,,210001,,134502
695,746.58,PLATAFORMA,,210003,,134504
696,132.62,PLATAFORMA,,210001,,134510
697,463.99,PLATAFORMA,,210001,,134512
698,998.05,PLATAFORMA,,210001,,134513
699,904.71,PLATAFORMA,,210003,,134515
700,455.86,PLATAFORMA,,210003,,134520
701,693.48,PLATAFORMA,,210002,,134523
702,917.02,PLATAFORMA,,210003,,134532
703,479.8,PLATAFORMA,,210002,,134534
704,712.05,PLATAFORMA,,210003,,134536
705,739.29,PLATAFORMA,,210001,,134538
706,112.51,PLATAFORMA,,210002,,134542
707,226.21,PLATAFORMA,,210002,,134554
708,987.49,PLATAFORMA,,210002,,134561
709,306.05,PLATAFORMA,,210001,,134566
710,992.84,PLATAFORMA,,210002,,134571
711,704.21,PLATAFORMA,,210003,,134574
712,342.94,PLATAFORMA,,210002,,134577
713,892.29,PLATAFORMA,,210002,,134578
714,909.24,PLATAFORMA,,210003,,134584
715,244.42,PLATAFORMA,,210002,,134586
716,336.38,PLATAFORMA,,210001,,134589
717,956.02,PLATAFORMA,,210001,,134590
718,308.15,PLATAFORMA,,210001,,134599
719,539.71,PLATAFORMA,,210003,,134600
720,846.51,PLATAFORMA,,210003,,134602
721,902.2,PLATAFORMA,,210003,,134604
722,834.96,PLATAFORMA,,210001,,134608
723,506.44,PLATAFORMA,,210003,,134609
724,910.43,PLATAFORMA,,210002,,134614
725,313.46,PLATAFORMA,,210003,,134615
726,664.19,PLATAFORMA,,210001,,134617
727,174.1,PLATAFORMA,,210003,,134619
728,673.56,PLATAFORMA,,210001,,134624
729,606.05,PLATAFORMA,,210001,,134629
730,921.24,PLATAFORMA,,210002,,134632
731,643.69,PLATAFORMA,,210003,,134637
732,319.17,PLATAFORMA,,210003,,134639
733,153.4,PLATAFORMA,,210001,,134644
734,206.73,PLATAFORMA,,210001,,134647
735,750.03,PLATAFORMA,,210002,,134662
736,461.7,PLATAFORMA,,210002,,134664
737,623.9,PLATAFORMA,,210003,,134666
738,468.74,PLATAFORMA,,210001,,134669
739,957.54,PLATAFORMA,,210001,,134671
740,646.62,PLATAFORMA,,210001,,134679
741,811.5,PLATAFORMA,,210001,,134681
742,501.82,PLATAFORMA,,210002,,134683
743,320.48,PLATAFORMA,,210002,,134689
744,392.77,PLATAFORMA,,210002,,134691
745,563.32,PLATAFORMA,,210001,,134692
746,604.16,PLATAFORMA,,210003,,134694
747,364.13,PLATAFORMA,,210003,,134702
748,208.65,PLATAFORMA,,210001,,134713
749,483.33,PLATAFORMA,,210001,,134727
750,211.41,PLATAFORMA,,210002,,134740
751,226.12,PLATAFORMA,,210003,,134756
752,861.98,PLATAFORMA,,210002,,134759
753,398.07,PLATAFORMA,,210003,,134773
754,717.31,PLATAFORMA,,210002,,134777
755,269.4,PLATAFORMA,,210001,,134782
756,533.85,PLATAFORMA,,210001,,134783
757,227.72,PLATAFORMA,,210001,,134800
758,472.05,PLATAFORMA,,210003,,134806
759,337.34,PLATAFORMA,,210002,,134807
760,463.37,PLATAFORMA,,210003,,134811
761,704.36,PLATAFORMA,,210001,,134814
762,312.07,PLATAFORMA,,210003,,134820
763,665.21,PLATAFORMA,,210003,,134824
764,771.02,PLATAFORMA,,210002,,134829
765,283.4,PLATAFORMA,,210003,,134831
766,567.66,PLATAFORMA,,210002,,134832
767,561.67,PLATAFORMA,,210002,,134833
768,690.95,PLATAFORMA,,210003,,134843
769,985.92,PLATAFORMA,,210002,,134846
770,964.8,PLATAFORMA,,210001,,134858
771,638.58,PLATAFORMA,,210002,,134867
772,227.92,PLATAFORMA,,210002,,134877
773,909.33,PLATAFORMA,,210002,,134883
774,588.21,PLATAFORMA,,210001,,134909
775,636.1,PLATAFORMA,,210002,,134910
776,920.53,PLATAFORMA,,210001,,134914
777,423.4,PLATAFORMA,,210001,,134917
778,750.43,PLATAFORMA,,210003,,134919
779,447.56,PLATAFORMA,,210003,,134931
780,789.66,PLATAFORMA,,210002,,134932
781,871.33,PLATAFORMA,,210001,,134934
782,875.45,PLATAFORMA,,210003,,134937
783,667.58,PLATAFORMA,,210001,,134939
784,619.48,PLATAFORMA,,210001,,134945
785,669.42,PLATAFORMA,,210003,,134949
786,314.53,PLATAFORMA,,210003,,134951
787,812.91,PLATAFORMA,,210003,,134956
788,465.64,PLATAFORMA,,210001,,134959
789,656.55,PLATAFORMA,,210001,,134960
790,628.85,PLATAFORMA,,210001,,134975
791,667.87,PLATAFORMA,,210002,,134982
792,431.32,PLATAFORMA,,210001,,134986
793,683.4,PLATAFORMA,,210003,,134996
794,473.14,PLATAFORMA,,210002,,134998
795,719.24,PLATAFORMA,,210001,,135003
796,408.49,PLATAFORMA,,210001,,135004
797,893.81,PLATAFORMA,,210002,,135006
798,996.87,PLATAFORMA,,210003,,135008
799,512.52,PLATAFORMA,,210003,,135011
800,154.19,PLATAFORMA,,210001,,135019
801,553.16,PLATAFORMA,,210001,,135029
802,319.69,PLATAFORMA,,210001,,135032
803,607.66,PLATAFORMA,,210003,,135039
804,416.23,PLATAFORMA,,210001,,135042
805,830.57,PLATAFORMA,,210001,,135067
806,889.57,PLATAFORMA,,210001,,135071
807,298.21,PLATAFORMA,,210003,,135072
808,527.18,PLATAFORMA,,210002,,135076
809,806.46,PLATAFORMA,,210003,,135081
810,947.56,PLATAFORMA,,210002,,135084
811,779.32,PLATAFORMA,,210003,,135096
812,897.38,PLATAFORMA,,210002,,135099
813,312.82,PLATAFORMA,,210003,,135101
814,648.27,PLATAFORMA,,210002,,135107
815,728.17,PLATAFORMA,,210002,,135110
816,228.06,PLATAFORMA,,210001,,135113
817,696.64,PLATAFORMA,,210003,,135119
818,217.6,PLATAFORMA,,210002,,135122
819,385.49,PLATAFORMA,,210002,,135127
820,389.97,PLATAFORMA,,210002,,135131
821,707.61,PLATAFORMA,,210001,,135133
822,701.68,PLATAFORMA,,210002,,135134
823,854.84,PLATAFORMA,,210001,,135139
824,902.1,PLATAFORMA,,210003,,135143
825,856.71,PLATAFORMA,,210003,,135147
826,600.43,PLATAFORMA,,210002,,135151
827,592.37,PLATAFORMA,,210002,,135161
828,998.74,PLATAFORMA,,210003,,135162
829,361.51,PLATAFORMA,,210002,,135166
830,433.16,PLATAFORMA,,210001,,135170
831,667.36,PLATAFORMA,,210002,,135176
832,847.01,PLATAFORMA,,210002,,135177
833,191.26,PLATAFORMA,,210001,,135183
834,216.17,PLATAFORMA,,210002,,135184
835,632.59,PLATAFORMA,,210002,,135188
836,247.25,PLATAFORMA,,210003,,135191
837,181.8,PLATAFORMA,,210001,,135207
838,414.26,PLATAFORMA,,210001,,135222
839,877.57,PLATAFORMA,,210001,,135232
840,889.15,PLATAFORMA,,210001,,135233
841,964.01,PLATAFORMA,,210002,,135234
842,734.96,PLATAFORMA,,210002,,135238
843,985.58,PLATAFORMA,,210001,,135239
844,617.03,PLATAFORMA,,210002,,135251
845,950.2,PLATAFORMA,,210001,,135252
846,477.46,PLATAFORMA,,210003,,135257
847,767.15,PLATAFORMA,,210001,,135258
848,271.4,PLATAFORMA,,210001,,135263
849,486.97,PLATAFORMA,,210002,,135265
850,706.99,PLATAFORMA,,210001,,135271
851,770.83,PLATAFORMA,,210001,,135278
852,255.57,PLATAFORMA,,210003,,135282
853,416.71,PLATAFORMA,,210002,,135285
854,585.75,PLATAFORMA,,210001,,135288
855,982.84,PLATAFORMA,,210001,,135290
856,324.98,PLATAFORMA,,210001,,135292
857,555.68,PLATAFORMA,,210003,,135308
858,844.59,PLATAFORMA,,210002,,135312
859,989.54,PLATAFORMA,,210001,,135329
860,563.64,PLATAFORMA,,210001,,135335
861,822.21,PLATAFORMA,,210003,,135338
862,361.34,PLATAFORMA,,210002,,135344
863,557.57,PLATAFORMA,,210002,,135345
864,697.54,PLATAFORMA,,210003,,135346
865,609.65,PLATAFORMA,,210002,,135353
866,427.84,PLATAFORMA,,210001,,135363
867,446.11,PLATAFORMA,,210001,,135374
868,396.58,PLATAFORMA,,210003,,135377
869,651.63,PLATAFORMA,,210002,,135390
870,952.49,PLATAFORMA,,210001,,135394
871,506.8,PLATAFORMA,,210001,,135399
872,802.17,PLATAFORMA,,210001,,135414
873,468.23,PLATAFORMA,,210002,,135416
874,240.31,PLATAFORMA,,210002,,135426
875,777.56,PLATAFORMA,,210002,,135435
876,779.48,PLATAFORMA,,210002,,135439
877,319.43,PLATAFORMA,,210002,,135443
878,913.93,PLATAFORMA,,210001,,135448
879,855.39,PLATAFORMA,,210003,,135455
880,952.23,PLATAFORMA,,210003,,135463
881,551.17,PLATAFORMA,,210001,,135466
882,651.51,PLATAFORMA,,210001,,135476
883,370.34,PLATAFORMA,,210001,,135484
884,177.97,PLATAFORMA,,210001,,135489
885,386.87,PLATAFORMA,,210002,,135494
886,182.73,PLATAFORMA,,210002,,135501
887,937.5,PLATAFORMA,,210002,,135514
888,684.32,PLATAFORMA,,210003,,135515
889,534.06,PLATAFORMA,,210003,,135516
890,939.55,PLATAFORMA,,210002,,135524
891,985.13,PLATAFORMA,,210002,,135528
892,596.53,PLATAFORMA,,210003,,135533
893,565.86,PLATAFORMA,,210001,,135545
894,897.56,PLATAFORMA,,210002,,135550
895,182.83,PLATAFORMA,,210001,,135553
896,116.56,PLATAFORMA,,210002,,135555
897,270.4,PLATAFORMA,,210003,,135557
898,698.09,PLATAFORMA,,210003,,135560
899,499.13,PLATAFORMA,,210002,,135571
900,307.91,PLATAFORMA,,210003,,135579
901,985.4,PLATAFORMA,,210003,,135586
902,632.61,PLATAFORMA,,210002,,135587
903,569.14,PLATAFORMA,,210003,,135588
904,859.42,PLATAFORMA,,210002,,135598
905,997.39,PLATAFORMA,,210001,,135603
906,319.39,PLATAFORMA,,210003,,135605
907,810.36,PLATAFORMA,,210001,,135607
908,326.44,PLATAFORMA,,210003,,135609
909,973.91,PLATAFORMA,,210001,,135614
910,105.78,PLATAFORMA,,210002,,135623
911,550.19,PLATAFORMA,,210002,,135626
912,225.9,PLATAFORMA,,210001,,135642
913,926.16,PLATAFORMA,,210002,,135648
914,360.02,PLATAFORMA,,210003,,135656
915,812.25,PLATAFORMA,,210002,,135658
916,619.34,PLATAFORMA,,210002,,135674
917,982.47,PLATAFORMA,,210002,,135697
918,642.16,PLATAFORMA,,210003,,135701
919,124.06,PLATAFORMA,,210002,,135705
920,303.38,PLATAFORMA,,210001,,135709
921,882.37,PLATAFORMA,,210001,,135720
922,368.72,PLATAFORMA,,210003,,135724
923,938.77,PLATAFORMA,,210002,,135729
924,799.0,PLATAFORMA,,210001,,135736
925,797.47,PLATAFORMA,,210002,,135744
926,339.44,PLATAFORMA,,210001,,135750
927,642.44,PLATAFORMA,,210003,,135755
928,833.51,PLATAFORMA,,210003,,135768
929,923.27,PLATAFORMA,,210003,,135770
930,979.3,PLATAFORMA,,210002,,135778
931,125.72,PLATAFORMA,,210001,,135779
932,155.16,PLATAFORMA,,210003,,135786
933,798.46,PLATAFORMA,,210003,,135804
934,293.37,PLATAFORMA,,210001,,135809
935,270.82,PLATAFORMA,,210002,,135821
936,437.83,PLATAFORMA,,210003,,135825
937,481.52,PLATAFORMA,,210001,,135826
938,343.49,PLATAFORMA,,210001,,135830
939,876.49,PLATAFORMA,,210003,,135843
940,196.23,PLATAFORMA,,210003,,135844
941,575.64,PLATAFORMA,,210002,,135858
942,906.94,PLATAFORMA,,210001,,135859
943,708.27,PLATAFORMA,,210002,,135861
944,577.75,PLATAFORMA,,210002,,135867
945,497.14,PLATAFORMA,,210002,,135870
946,396.21,PLATAFORMA,,210001,,135878
947,633.48,PLATAFORMA,,210001,,135884
948,746.87,PLATAFORMA,,210001,,135885
949,983.07,PLATAFORMA,,210001,,135890
950,200.31,PLATAFORMA,,210003,,135892
951,556.8,PLATAFORMA,,210002,,135895
952,745.07,PLATAFORMA,,210002,,135896
953,519.71,PLATAFORMA,,210002,,135913
954,563.85,PLATAFORMA,,210002,,135917
955,142.59,PLATAFORMA,,210001,,135922
956,366.41,PLATAFORMA,,210002,,135926
957,886.43,PLATAFORMA,,210001,,135930
958,842.72,PLATAFORMA,,210001,,135934
959,207.93,PLATAFORMA,,210002,,135952
960,154.73,PLATAFORMA,,210002,,135963
961,489.07,PLATAFORMA,,210002,,135966
962,987.61,PLATAFORMA,,210003,,135967
963,791.59,PLATAFORMA,,210003,,135971
964,678.36,PLATAFORMA,,210003,,135972
965,762.26,PLATAFORMA,,210003,,135973
966,856.96,PLATAFORMA,,210001,,135978
967,859.77,PLATAFORMA,,210002,,135983
968,653.5,PLATAFORMA,,210001,,135984
969,458.92,PLATAFORMA,,210001,,135994
970,816.8,PLATAFORMA,,210003,,135995
971,659.11,PLATAFORMA,,210002,,135996
972,963.22,PLATAFORMA,,210001,,135997
973,427.35,PLATAFORMA,,210003,,136005
974,825.15,PLATAFORMA,,210002,,136009
975,414.91,PLATAFORMA,,210001,,136013
976,914.59,PLATAFORMA,,210003,,136016
977,790.88,PLATAFORMA,,210001,,136017
978,628.97,PLATAFORMA,,210002,,136019
979,498.88,PLATAFORMA,,210002,,136020
980,294.01,PLATAFORMA,,210002,,136031
981,350.21,PLATAFORMA,,210002,,136033
982,140.2,PLATAFORMA,,210002,,136036
983,151.82,PLATAFORMA,,210001,,136037
984,987.52,PLATAFORMA,,210003,,136048
985,392.83,PLATAFORMA,,210002,,136053
986,825.06,PLATAFORMA,,210001,,136057
987,720.3,PLATAFORMA,,210002,,136064
988,930.22,PLATAFORMA,,210002,,136067
989,145.68,PLATAFORMA,,210002,,136069
990,329.89,PLATAFORMA,,210001,,136073
991,104.61,PLATAFORMA,,210001,,136075
992,776.6,PLATAFORMA,,210002,,136078
993,212.92,PLATAFORMA,,210001,,136085
994,960.17,PLATAFORMA,,210002,,136091
995,578.84,PLATAFORMA,,210001,,136092
996,743.25,PLATAFORMA,,210001,,136096
997,451.53,PLATAFORMA,,210002,,136097
998,582.7,PLATAFORMA,,210001,,136099
999,439.53,PLATAFORMA,,210001,,136100
1000,607.59,PLATAFORMA,,210001,,136107
1001,361.92,PLATAFORMA,,210002,,136114
1002,452.25,PLATAFORMA,,210003,,136123
1003,719.68,PLATAFORMA,,210003,,136127
1004,943.93,PLATAFORMA,,210003,,136128
1005,940.11,PLATAFORMA,,210003,,136131
1006,805.29,PLATAFORMA,,210002,,136132
1007,709.36,PLATAFORMA,,210001,,136136
1008,515.03,PLATAFORMA,,210003,,136143
1009,709.6,PLATAFORMA,,210001,,136147
1010,681.53,PLATAFORMA,,210001,,136154
1011,489.86,PLATAFORMA,,210003,,136164
1012,353.09,PLATAFORMA,,210002,,136170
1013,524.9,PLATAFORMA,,210003,,136174
1014,207.77,PLATAFORMA,,210003,,136183
1015,272.49,PLATAFORMA,,210003,,136184
1016,261.72,PLATAFORMA,,210002,,136187
1017,993.29,PLATAFORMA,,210003,,136189
1018,648.52,PLATAFORMA,,210003,,136194
1019,729.58,PLATAFORMA,,210002,,136201
1020,217.74,PLATAFORMA,,210003,,136202
1021,550.02,PLATAFORMA,,210001,,136215
1022,629.23,PLATAFORMA,,210003,,136220
1023,229.85,PLATAFORMA,,210001,,136221
1024,393.14,PLATAFORMA,,210003,,136222
1025,485.93,PLATAFORMA,,210002,,136228
1026,830.18,PLATAFORMA,,210002,,136236
1027,838.32,PLATAFORMA,,210001,,136237
1028,414.91,PLATAFORMA,,210002,,136239
1029,973.65,PLATAFORMA,,210001,,136240
1030,103.73,PLATAFORMA,,210002,,136246
1031,989.24,PLATAFORMA,,210003,,136247
1032,197.02,PLATAFORMA,,210002,,136248
1033,332.19,PLATAFORMA,,210002,,136251
1034,625.22,PLATAFORMA,,210002,,136260
1035,412.35,PLATAFORMA,,210002,,136265
1036,909.33,PLATAFORMA,,210002,,136271
1037,232.36,PLATAFORMA,,210003,,136277
1038,668.94,PLATAFORMA,,210001,,136285
1039,134.93,PLATAFORMA,,210002,,136286
1040,548.32,PLATAFORMA,,210001,,136287
1041,948.29,PLATAFORMA,,210001,,136289
1042,365.41,PLATAFORMA,,210001,,136290
1043,590.22,PLATAFORMA,,210003,,136292
1044,801.42,PLATAFORMA,,210003,,136297
1045,664.77,PLATAFORMA,,210001,,136303
1046,432.06,PLATAFORMA,,210002,,136306
1047,825.45,PLATAFORMA,,210003,,136307
1048,956.91,PLATAFORMA,,210001,,136315
1049,999.7,PLATAFORMA,,210001,,136316
1050,245.39,PLATAFORMA,,210002,,136317
1051,373.47,PLATAFORMA,,210001,,136319
1052,852.43,PLATAFORMA,,210002,,136325
1053,807.98,PLATAFORMA,,210002,,136336
1054,410.77,PLATAFORMA,,210002,,136343
1055,363.68,PLATAFORMA,,210002,,136352
1056,506.73,PLATAFORMA,,210002,,136356
1057,489.5,PLATAFORMA,,210003,,136369
1058,496.89,PLATAFORMA,,210002,,136371
1059,317.92,PLATAFORMA,,210001,,136372
1060,704.7,PLATAFORMA,,210003,,136378
1061,453.8,PLATAFORMA,,210001,,136379
1062,796.5,PLATAFORMA,,210002,,136387
1063,316.69,PLATAFORMA,,210001,,136393
1064,911.97,PLATAFORMA,,210002,,136394
1065,802.04,PLATAFORMA,,210001,,136396
1066,112.24,PLATAFORMA,,210001,,136397
1067,317.96,PLATAFORMA,,210002,,136404
1068,390.66,PLATAFORMA,,210003,,136412
1069,838.07,PLATAFORMA,,210001,,136415
1070,859.68,PLATAFORMA,,210002,,136416
1071,843.19,PLATAFORMA,,210002,,136419
1072,207.64,PLATAFORMA,,210001,,136430
1073,804.23,PLATAFORMA,,210002,,136436
1074,314.85,PLATAFORMA,,210003,,136445
1075,942.05,PLATAFORMA,,210002,,136446
1076,919.3,PLATAFORMA,,210002,,136459
1077,381.01,PLATAFORMA,,210001,,136476
1078,769.1,PLATAFORMA,,210001,,136480
1079,387.92,PLATAFORMA,,210001,,136499
1080,738.43,PLATAFORMA,,210002,,136509
1081,805.76,PLATAFORMA,,210003,,136510
1082,765.75,PLATAFORMA,,210003,,136512
1083,499.93,PLATAFORMA,,210003,,136518
1084,527.79,PLATAFORMA,,210001,,136523
1085,605.43,PLATAFORMA,,210002,,136530
1086,390.95,PLATAFORMA,,210002,,136531
1087,786.1,PLATAFORMA,,210003,,136540
1088,837.07,PLATAFORMA,,210002,,136544
1089,769.14,PLATAFORMA,,210003,,136545
1090,220.19,PLATAFORMA,,210002,,136546
1091,348.77,PLATAFORMA,,210002,,136550
1092,349.16,PLATAFORMA,,210002,,136557
1093,106.71,PLATAFORMA,,210003,,136561
1094,936.36,PLATAFORMA,,210001,,136564
1095,763.35,PLATAFORMA,,210002,,136565
1096,312.58,PLATAFORMA,,210001,,136573
1097,904.34,PLATAFORMA,,210001,,136576
1098,911.23,PLATAFORMA,,210002,,136577
1099,977.36,PLATAFORMA,,210001,,136578
1100,394.39,PLATAFORMA,,210001,,136579
1101,702.99,PLATAFORMA,,210003,,136583
1102,279.49,PLATAFORMA,,210003,,136590
1103,523.44,PLATAFORMA,,210002,,136593
1104,959.01,PLATAFORMA,,210003,,136602
1105,705.27,PLATAFORMA,,210001,,136603
1106,616.98,PLATAFORMA,,210002,,136604
1107,243.62,PLATAFORMA,,210002,,136605
1108,389.35,PLATAFORMA,,210003,,136607
1109,406.46,PLATAFORMA,,210001,,136608
1110,122.38,PLATAFORMA,,210001,,136613
1111,337.58,PLATAFORMA,,210001,,136614
1112,936.41,PLATAFORMA,,210003,,136615
1113,758.39,PLATAFORMA,,210003,,136619
1114,614.81,PLATAFORMA,,210002,,136625
1115,594.65,PLATAFORMA,,210002,,136630
1116,163.84,PLATAFORMA,,210001,,136643
1117,876.12,PLATAFORMA,,210001,,136648
1118,834.04,PLATAFORMA,,210002,,136656
1119,552.07,PLATAFORMA,,210003,,136662
1120,500.16,PLATAFORMA,,210002,,136670
1121,954.21,PLATAFORMA,,210001,,136676
1122,444.91,PLATAFORMA,,210002,,136677
1123,988.2,PLATAFORMA,,210001,,136678
1124,384.7,PLATAFORMA,,210002,,136681
1125,234.99,PLATAFORMA,,210003,,136685
1126,797.68,PLATAFORMA,,210003,,136686
1127,241.44,PLATAFORMA,,210003,,136690
1128,838.01,PLATAFORMA,,210003,,136692
1129,299.75,PLATAFORMA,,210002,,136695
1130,662.98,PLATAFORMA,,210003,,136696
1131,160.51,PLATAFORMA,,210002,,136699
1132,800.93,PLATAFORMA,,210002,,136705
1133,484.14,PLATAFORMA,,210001,,136712
1134,867.17,PLATAFORMA,,210001,,136714
1135,563.71,PLATAFORMA,,210002,,136720
1136,839.66,PLATAFORMA,,210002,,136722
1137,433.86,PLATAFORMA,,210002,,136731
1138,979.04,PLATAFORMA,,210002,,136739
1139,253.82,PLATAFORMA,,210002,,136742
1140,796.99,PLATAFORMA,,210003,,136749
1141,953.89,PLATAFORMA,,210001,,136760
1142,353.62,PLATAFORMA,,210002,,136761
1143,246.59,PLATAFORMA,,210001,,136762
1144,250.95,PLATAFORMA,,210002,,136765
1145,537.21,PLATAFORMA,,210002,,136771
1146,483.81,PLATAFORMA,,210001,,136772
1147,842.79,PLATAFORMA,,210002,,136776
1148,628.8,PLATAFORMA,,210003,,136781
1149,939.03,PLATAFORMA,,210003,,136782
1150,530.21,PLATAFORMA,,210001,,136785
1151,660.79,PLATAFORMA,,210001,,136789
1152,252.33,PLATAFORMA,,210003,,136802
1153,166.77,PLATAFORMA,,210002,,136805
1154,680.23,PLATAFORMA,,210002,,136807
1155,212.23,PLATAFORMA,,210003,,136809
1156,512.6,PLATAFORMA,,210002,,136818
1157,999.25,PLATAFORMA,,210002,,136822
1158,335.85,PLATAFORMA,,210001,,136825
1159,908.24,PLATAFORMA,,210003,,136830
1160,933.37,PLATAFORMA,,210002,,136836
1161,173.69,PLATAFORMA,,210002,,136843
1162,564.38,PLATAFORMA,,210001,,136844
1163,806.5,PLATAFORMA,,210003,,136847
1164,176.61,PLATAFORMA,,210002,,136855
1165,458.02,PLATAFORMA,,210002,,136857
1166,411.65,PLATAFORMA,,210002,,136858
1167,647.71,PLATAFORMA,,210003,,136873
1168,663.11,PLATAFORMA,,210001,,136880
1169,562.14,PLATAFORMA,,210003,,136890
1170,388.86,PLATAFORMA,,210003,,136891
1171,506.35,PLATAFORMA,,210003,,136895
1172,297.95,PLATAFORMA,,210001,,136897
1173,176.0,PLATAFORMA,,210002,,136898
1174,579.75,PLATAFORMA,,210001,,136903
1175,341.51,PLATAFORMA,,210003,,136915
1176,320.19,PLATAFORMA,,210001,,136919
1177,373.04,PLATAFORMA,,210001,,136924
1178,566.53,PLATAFORMA,,210001,,136925
1179,713.47,PLATAFORMA,,210002,,136927
1180,723.35,PLATAFORMA,,210003,,136930
1181,935.14,PLATAFORMA,,210002,,136933
1182,613.93,PLATAFORMA,,210003,,136940
1183,222.99,PLATAFORMA,,210001,,136945
1184,832.78,PLATAFORMA,,210002,,136950
1185,988.29,PLATAFORMA,,210003,,136953
1186,870.25,PLATAFORMA,,210001,,136954
1187,829.69,PLATAFORMA,,210003,,136963
1188,871.02,PLATAFORMA,,210001,,136967
1189,338.9,PLATAFORMA,,210002,,136970
1190,489.13,PLATAFORMA,,210002,,136974
1191,242.3,PLATAFORMA,,210002,,136979
1192,963.41,PLATAFORMA,,210002,,136985
1193,248.18,PLATAFORMA,,210001,,136989
1194,534.91,PLATAFORMA,,210002,,137008
1195,752.23,PLATAFORMA,,210001,,137011
1196,475.06,PLATAFORMA,,210003,,137012
1197,580.04,PLATAFORMA,,210003,,137015
1198,351.61,PLATAFORMA,,210002,,137017
